run_id,scenario,seed,tau_d,cyc_h,Twake,sigma,pRevert,revStore,oxyRev,wound_start_h,wound_freq_h,wound_size,wounds_inflicted,stop_threshold,check_every_h,wounding_stops_on_threshold,clone_established_at_h,target_hours,elapsed_h,final_clone_size,final_cells_total,final_density,final_clone_frac,final_burden,rev_total,rev_lost,rev_oxy_death,shed_total,div_total
91,bounded,91,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,24,200,86,500,24.0,True,3048.0,20000,20000.0,12,3261,0.5431379080612925,0.0036798528058877645,67,424,11143,0,606176,619877
86,bounded,86,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,24,200,116,500,24.0,True,3768.0,20000,20000.0,391,3278,0.5459693537641572,0.11928004881025016,435,383,16649,0,782699,803933
87,bounded,87,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,48,200,45,500,24.0,True,3120.0,20000,20000.0,9,3309,0.5511325782811459,0.0027198549410698096,47,416,10033,0,567561,578059
84,bounded,84,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,49,500,24.0,True,1584.0,20000,20000.0,2,3299,0.5494670219853431,0.0006062443164595332,12,387,13162,0,652385,665202
82,bounded,82,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,24,200,153,500,24.0,True,4656.0,20000,20000.0,499,3176,0.5289806795469687,0.15711586901763225,570,421,14757,0,656373,677744
80,bounded,80,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,99,500,24.0,True,2184.0,20000,20000.0,204,3325,0.5537974683544303,0.06135338345864662,287,408,14871,0,707447,724341
95,bounded,95,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,48,200,74,500,24.0,True,4536.0,20000,20000.0,34,3225,0.5371419053964024,0.010542635658914728,88,412,12053,0,624606,639259
90,bounded,90,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,24,200,70,500,24.0,True,2664.0,20000,20000.0,76,3268,0.5443037974683544,0.023255813953488372,180,404,15262,0,760368,777233
94,bounded,94,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,143,500,24.0,True,2712.0,20000,20000.0,96,3331,0.5547968021319121,0.02882017412188532,172,366,16124,0,688217,709187
83,bounded,83,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,55,500,24.0,True,1656.0,20000,20000.0,716,3176,0.5289806795469687,0.22544080604534006,799,339,17992,0,981364,999346
89,bounded,89,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,83,500,24.0,True,1992.0,20000,20000.0,26,3310,0.5512991339107262,0.00785498489425982,100,401,14305,0,685462,701243
85,bounded,85,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,169,500,24.0,True,3024.0,20000,20000.0,421,3267,0.5441372418387741,0.1288644015916743,510,352,18880,0,937368,962604
93,bounded,93,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,119,500,24.0,True,2424.0,20000,20000.0,44,3192,0.5316455696202531,0.013784461152882205,193,372,15539,0,764857,783981
81,bounded,81,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,37,500,24.0,True,1440.0,20000,20000.0,913,3266,0.5439706862091939,0.2795468462951623,943,295,17730,0,1222585,1239291
92,bounded,92,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,143,500,24.0,True,2712.0,20000,20000.0,897,3203,0.5334776815456362,0.28004995316890413,941,347,18263,0,1063041,1086271
88,bounded,88,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,24,200,56,500,24.0,True,2328.0,20000,20000.0,10,3315,0.5521319120586275,0.0030165912518853697,62,370,16172,0,915654,932560
96,bounded,96,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,24,200,69,500,24.0,True,2640.0,20000,20000.0,118,3305,0.5504663557628248,0.0357034795763994,159,371,14028,0,727857,743318
97,bounded,97,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,93,500,24.0,True,2112.0,20000,20000.0,826,3134,0.521985343104597,0.2635609444798979,906,375,18931,0,947352,968446
99,bounded,99,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,63,500,24.0,True,1752.0,20000,20000.0,110,3348,0.5576282478347768,0.032855436081242535,181,419,8655,0,572153,581378
1000009,chronic,9,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,1584,500,24.0,False,3168.0,20000,20000.0,2328,3037,0.5058294470353097,0.7665459334869937,2318,193,18084,0,1589961,1707420
1000001,chronic,1,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,48,200,396,500,24.0,False,2040.0,20000,20000.0,3065,3065,0.5104930046635576,1.0,3010,149,14904,0,1859833,1903941
1000005,chronic,5,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,48,200,396,500,24.0,False,3504.0,20000,20000.0,2181,3059,0.509493670886076,0.7129780974174567,2195,237,18271,0,1492937,1538794
98,bounded,98,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,24,200,103,500,24.0,True,3456.0,20000,20000.0,1765,3077,0.512491672218521,0.5736106597335067,1817,313,18264,0,1098559,1120309
1000002,chronic,2,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,24,200,792,500,24.0,False,4368.0,20000,20000.0,2379,3080,0.5129913391072618,0.7724025974025974,2381,228,18183,0,1618180,1692973
1000003,chronic,3,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,1584,500,24.0,False,1680.0,20000,20000.0,2467,3026,0.5039973351099267,0.8152676801057501,2451,199,18162,0,1687129,1806920
1000008,chronic,8,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,48,200,396,500,24.0,False,4704.0,20000,20000.0,1880,3074,0.5119920053297802,0.6115810019518543,1903,292,16436,0,1306034,1349239
1000004,chronic,4,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,48,200,396,500,24.0,False,3744.0,20000,20000.0,2100,3138,0.522651565622918,0.6692160611854685,2103,243,18007,0,1451307,1496588
