run_id,scenario,seed,tau_d,cyc_h,Twake,sigma,pRevert,wound_start_h,wound_freq_h,wound_size,wounds_inflicted,stop_threshold,check_every_h,wounding_stops_on_threshold,clone_established_at_h,target_hours,elapsed_h,final_clone_size,final_cells_total,final_density,final_clone_frac,final_burden,rev_total,rev_lost,shed_total,div_total
200002,bounded,2,6.0,15.0,1.08,0.85,0.001,1000,12,200,101,500,24.0,True,2208.0,20000,20000.0,65,3196,0.5323117921385743,0.020337922403003753,199,393,10925,605003,618379
200006,bounded,6,6.0,15.0,1.08,0.85,0.001,1000,48,200,160,500,24.0,True,8640.0,20000,20000.0,380,3220,0.536309127248501,0.11801242236024845,447,376,15190,704194,728187
200000,bounded,0,6.0,15.0,1.08,0.85,0.001,1000,24,200,59,500,24.0,True,2400.0,20000,20000.0,129,3314,0.5519653564290473,0.03892576946288473,184,386,16064,826753,843786
100097,chronic,97,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,3744.0,20000,20000.0,3043,3043,0.5068287808127915,1.0,2991,180,15595,1642137,1757935
200001,bounded,1,6.0,15.0,1.08,0.85,0.001,1000,12,200,111,500,24.0,True,2328.0,20000,20000.0,2432,3101,0.5164890073284477,0.7842631409222831,2407,237,17648,1425668,1445977
200007,bounded,7,6.0,15.0,1.08,0.85,0.001,1000,24,200,91,500,24.0,True,3168.0,20000,20000.0,140,3188,0.5309793471019321,0.043914680050188205,340,388,17826,768380,788895
100093,chronic,93,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,2328.0,20000,20000.0,2643,3093,0.5151565622918055,0.8545101842870999,2601,162,17914,1718531,1793592
100095,chronic,95,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,5208.0,20000,20000.0,2514,3070,0.511325782811459,0.8188925081433225,2528,243,17047,1477748,1522417
100098,chronic,98,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,4944.0,20000,20000.0,1912,3122,0.5199866755496336,0.612427930813581,1924,265,17896,1389107,1460728
100099,chronic,99,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,2208.0,20000,20000.0,3066,3066,0.5106595602931379,1.0,3020,180,16177,1825192,1899837
200003,bounded,3,6.0,15.0,1.08,0.85,0.001,1000,12,200,81,500,24.0,True,1968.0,20000,20000.0,1009,3133,0.5218187874750166,0.3220555378231727,1084,333,18625,1095652,1115712
200004,bounded,4,6.0,15.0,1.08,0.85,0.001,1000,12,200,177,500,24.0,True,3120.0,20000,20000.0,250,3240,0.5396402398401066,0.07716049382716049,333,338,17815,952317,976568
100094,chronic,94,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,3168.0,20000,20000.0,1808,3074,0.5119920053297802,0.5881587508132726,1858,210,18115,1492650,1538284
100092,chronic,92,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,3816.0,20000,20000.0,3122,3122,0.5199866755496336,1.0,3049,179,17560,1671641,1745815
